ai_task,base_model,hardware,cloud_region,dataset_size,epochs,carbon_footprint,training_time,performance_score,failure_risk
Speech Recognition,BERT-base,CPU,eu-west-3,2658,31,102.9,65,69.1,High
Speech Recognition,ResNet-101,NVIDIA A100,us-east-1,2065,19,150,65,89.6,Low
NLP,ResNet-101,NVIDIA A100,us-east-1,1745,9,119.3,40,97,Low
NLP,ResNet-50,TPU v4,eu-west-1,2871,26,150,27.4,97,Low
NLP,GPT-3.5,NVIDIA A100,eu-west-3,754,18,65.3,22.2,97,Low
Recommendation,BERT-large,NVIDIA RTX 4090,us-east-1,848,15,67,30.3,86.3,Low
Computer Vision,GPT-3.5,TPU v4,eu-west-3,237,10,33.5,3,93.3,Low
Computer Vision,ResNet-101,TPU v4,ap-southeast-1,1862,22,150,59.6,88.1,Low
Speech Recognition,ResNet-50,NVIDIA A100,us-east-1,2924,5,140.8,22.8,93.6,Low
NLP,ResNet-101,CPU,eu-west-1,1191,24,71.7,65,67.9,High
Computer Vision,ResNet-101,TPU v4,us-east-1,925,15,150,17.4,89.1,Low
Recommendation,BERT-base,TPU v4,eu-west-1,227,8,18.4,3,93.9,Low
NLP,BERT-large,CPU,ap-southeast-1,915,33,69.3,65,71.4,High
Speech Recognition,BERT-large,NVIDIA V100,eu-west-1,901,31,150,63.7,91.2,Low
Recommendation,ViT-Base,NVIDIA V100,eu-west-3,1805,5,70.9,16.5,84,Medium
NLP,BERT-base,TPU v4,eu-west-3,2198,25,150,42.3,85.3,Low
Computer Vision,BERT-large,NVIDIA A100,us-west-2,1196,13,150,25.2,93.9,Low
Recommendation,GPT-3.5,TPU v4,ap-southeast-1,1407,22,150,47.5,89.8,Low
Recommendation,ResNet-50,TPU v4,us-west-2,1648,28,144.8,65,94.8,Low
Computer Vision,GPT-3.5,NVIDIA V100,us-east-1,619,23,132.8,46.7,84.7,Medium
Recommendation,BERT-large,NVIDIA V100,us-east-1,2455,7,54.1,36.3,80.6,Medium
Computer Vision,ResNet-101,TPU v4,eu-west-1,2378,6,80.7,30.7,92.3,Low
Speech Recognition,ResNet-50,NVIDIA V100,eu-west-1,235,13,27,3,80.4,Medium
NLP,GPT-3.5,TPU v4,ap-southeast-1,205,17,18.3,6.5,93.5,Low
NLP,ResNet-50,TPU v4,eu-west-1,1575,25,150,39.6,92,Low
Speech Recognition,BERT-large,CPU,ap-southeast-1,2628,11,32.3,65,67.9,High
Speech Recognition,ResNet-50,TPU v4,us-east-1,2410,8,82.6,7.1,88.2,Low
Speech Recognition,ViT-Base,NVIDIA V100,us-west-2,1948,10,88.4,14.6,90.2,Low
Recommendation,GPT-3.5,NVIDIA A100,eu-west-3,1178,30,150,65,86.5,Low
Speech Recognition,BERT-large,NVIDIA A100,ap-southeast-1,2577,32,150,65,83.4,Medium
NLP,BERT-large,TPU v4,us-west-2,1315,24,150,52.4,92.7,Low
Recommendation,ResNet-50,NVIDIA RTX 4090,eu-west-3,1244,6,33.6,6.4,81.8,Medium
Speech Recognition,BERT-large,CPU,ap-southeast-1,890,27,41.4,65,72.7,High
Speech Recognition,BERT-large,NVIDIA V100,eu-west-1,1970,35,150,65,83.8,Medium
Speech Recognition,ResNet-50,NVIDIA A100,ap-southeast-1,1553,26,150,18.6,89.8,Low
Speech Recognition,ViT-Base,CPU,us-west-2,2125,20,110.9,65,73.1,High
Recommendation,GPT-3.5,NVIDIA RTX 4090,ap-southeast-1,1011,9,30.7,15.5,83.3,Medium
Speech Recognition,ResNet-101,TPU v4,eu-west-3,1805,26,150,45.9,96.6,Low
Speech Recognition,ViT-Base,TPU v4,eu-west-3,1153,4,39.1,5.7,87,Low
Speech Recognition,BERT-large,NVIDIA V100,us-east-1,888,14,150,17.7,79.2,Medium
Computer Vision,BERT-large,NVIDIA RTX 4090,us-east-1,1902,30,150,65,96.4,Low
Speech Recognition,GPT-3.5,TPU v4,eu-west-3,832,34,150,50.1,92.3,Low
Speech Recognition,ResNet-101,TPU v4,eu-west-3,2139,8,117,15,92.1,Low
Computer Vision,GPT-3.5,CPU,us-east-1,2175,11,47.5,65,72.6,High
Speech Recognition,ResNet-50,NVIDIA RTX 4090,eu-west-3,1407,5,71.1,4.7,94.3,Low
Recommendation,ResNet-50,TPU v4,eu-west-1,1841,7,110.4,20.8,92.5,Low
Recommendation,GPT-3.5,CPU,ap-southeast-1,2459,12,68.7,65,72.7,High
Computer Vision,BERT-base,TPU v4,ap-southeast-1,189,18,15.4,4.2,87.1,Low
Computer Vision,ViT-Base,NVIDIA A100,us-east-1,2088,6,150,13.7,85.4,Low
Recommendation,GPT-3.5,CPU,ap-southeast-1,1385,21,56.5,65,75.3,High
NLP,ResNet-50,TPU v4,ap-southeast-1,861,17,74.8,9.2,95.1,Low
Speech Recognition,BERT-base,NVIDIA V100,eu-west-1,1487,15,140.7,55.2,82.1,Medium
Recommendation,ResNet-50,CPU,eu-west-3,1357,21,37.8,65,66,High
NLP,BERT-large,NVIDIA RTX 4090,ap-southeast-1,1363,22,93.6,51.5,83.8,Medium
Speech Recognition,ResNet-101,NVIDIA RTX 4090,ap-southeast-1,497,8,30.9,10.2,88,Low
NLP,ViT-Base,NVIDIA RTX 4090,eu-west-3,150,9,5,3,90.4,Low
Recommendation,BERT-base,CPU,us-east-1,1011,18,13.6,52.4,68,High
Computer Vision,ResNet-50,TPU v4,ap-southeast-1,2509,16,150,49.2,97,Low
NLP,BERT-base,NVIDIA RTX 4090,us-west-2,329,19,49.2,15,92.6,Low
Recommendation,BERT-large,NVIDIA V100,eu-west-1,918,26,150,32.6,84.7,Medium
Recommendation,BERT-large,TPU v4,eu-west-3,2263,26,150,65,91.1,Low
NLP,ViT-Base,NVIDIA RTX 4090,eu-west-1,1116,15,99.4,27.7,85.9,Low
NLP,BERT-large,CPU,us-west-2,1803,22,66.1,65,69.6,High
Recommendation,ResNet-101,CPU,us-west-2,2837,12,77.3,65,71.8,High
Recommendation,BERT-large,NVIDIA RTX 4090,eu-west-1,533,18,66.1,18.7,93,Low
Recommendation,BERT-large,NVIDIA RTX 4090,eu-west-1,2856,21,150,65,91.1,Low
Recommendation,GPT-3.5,CPU,us-east-1,129,34,5,29.2,70.8,High
Speech Recognition,ResNet-101,CPU,ap-southeast-1,956,12,14.5,44.1,77.1,High
Recommendation,BERT-large,NVIDIA V100,us-west-2,2905,21,150,65,84.6,Medium
Computer Vision,GPT-3.5,NVIDIA RTX 4090,ap-southeast-1,1899,11,150,24.3,84.7,Medium
Recommendation,BERT-base,NVIDIA A100,ap-southeast-1,446,12,67,13.3,92.3,Low
Speech Recognition,GPT-3.5,TPU v4,eu-west-1,1958,10,114,41.5,91.3,Low
Computer Vision,BERT-base,NVIDIA RTX 4090,eu-west-3,2269,26,150,65,91.7,Low
Recommendation,ResNet-101,NVIDIA RTX 4090,eu-west-3,2508,20,150,65,93,Low
NLP,ViT-Base,NVIDIA V100,us-east-1,2571,13,74.3,65,91.7,Low
Recommendation,ViT-Base,TPU v4,ap-southeast-1,1143,29,150,16.6,94.7,Low
Recommendation,GPT-3.5,CPU,us-east-1,1233,28,72.4,65,68,High
NLP,ResNet-50,TPU v4,us-east-1,141,12,10.9,3,94.2,Low
Computer Vision,ResNet-101,NVIDIA A100,eu-west-3,3238,16,150,65,87.2,Low
NLP,BERT-base,NVIDIA RTX 4090,us-east-1,2945,22,150,65,93.5,Low
Computer Vision,ResNet-101,TPU v4,us-east-1,3009,28,150,41.5,93.5,Low
Recommendation,BERT-large,CPU,us-east-1,1787,22,98.8,65,65,High
Speech Recognition,ViT-Base,TPU v4,eu-west-1,1165,21,134,15.9,89,Low
NLP,GPT-3.5,NVIDIA V100,us-east-1,2853,6,77.6,53.1,79.4,Medium
Speech Recognition,ResNet-50,CPU,eu-west-3,1525,10,36.2,65,76.4,High
NLP,ResNet-101,NVIDIA V100,us-west-2,2402,29,150,46.9,93.1,Low
Computer Vision,BERT-large,NVIDIA RTX 4090,eu-west-1,2214,8,150,15.4,85.1,Low
NLP,ResNet-101,NVIDIA A100,us-west-2,980,17,150,38.3,96,Low
Computer Vision,BERT-large,NVIDIA A100,us-west-2,2365,24,150,57.4,86.4,Low
Computer Vision,ResNet-101,NVIDIA A100,eu-west-1,247,15,32.8,5.4,88.4,Low
Speech Recognition,BERT-large,NVIDIA A100,ap-southeast-1,2920,21,150,65,91,Low
Recommendation,BERT-base,TPU v4,ap-southeast-1,200,22,31.9,5.5,89.8,Low
Speech Recognition,ResNet-101,NVIDIA V100,eu-west-1,1488,4,44.3,13.9,88.7,Low
Speech Recognition,ResNet-50,TPU v4,us-west-2,941,22,94.9,41,97,Low
Recommendation,BERT-large,NVIDIA A100,eu-west-3,2328,23,150,65,87.9,Low
Recommendation,ResNet-50,NVIDIA RTX 4090,ap-southeast-1,2245,6,106.8,34.8,81.6,Medium
NLP,GPT-3.5,NVIDIA RTX 4090,eu-west-1,2783,25,150,65,84.3,Medium
NLP,BERT-large,NVIDIA A100,us-east-1,1624,18,150,52.7,91.1,Low
Computer Vision,ResNet-101,CPU,us-west-2,1155,26,65.2,65,78.6,High
Speech Recognition,ViT-Base,NVIDIA V100,us-east-1,2849,17,150,43.8,87.3,Low
NLP,ResNet-50,NVIDIA V100,eu-west-3,2768,11,105.2,31.5,91.5,Low
Computer Vision,BERT-base,NVIDIA A100,us-west-2,2377,20,150,65,82.4,Medium
Recommendation,ResNet-50,TPU v4,eu-west-3,217,16,46,5.2,89.1,Low
Recommendation,ResNet-101,CPU,ap-southeast-1,2923,14,35.3,65,65.6,High
NLP,ViT-Base,NVIDIA RTX 4090,us-west-2,1442,10,44.5,19.4,88.9,Low
NLP,ResNet-101,NVIDIA RTX 4090,eu-west-3,1062,24,150,65,89.9,Low
Speech Recognition,BERT-large,TPU v4,eu-west-1,1423,6,35.2,15.4,87.8,Low
Speech Recognition,ResNet-50,NVIDIA V100,eu-west-1,2383,17,150,65,91.4,Low
Recommendation,BERT-base,TPU v4,eu-west-3,680,34,150,36.8,84.1,Medium
Speech Recognition,ResNet-101,NVIDIA A100,us-west-2,134,4,5.5,3,87.8,Low
NLP,ViT-Base,NVIDIA RTX 4090,ap-southeast-1,2427,27,150,65,89.3,Low
NLP,ViT-Base,NVIDIA V100,eu-west-1,1505,7,51.8,32.1,86.8,Low
NLP,BERT-large,NVIDIA RTX 4090,eu-west-1,2784,17,150,62.1,90,Low
Speech Recognition,BERT-base,NVIDIA RTX 4090,eu-west-1,2029,27,146.4,65,91.6,Low
NLP,BERT-large,NVIDIA RTX 4090,ap-southeast-1,548,22,68.4,21.7,87.3,Low
NLP,ResNet-50,NVIDIA RTX 4090,us-west-2,225,14,20.3,4.9,85.3,Low
NLP,GPT-3.5,TPU v4,us-west-2,1597,27,150,65,94.6,Low
NLP,ResNet-101,NVIDIA A100,us-east-1,2365,28,150,65,91.2,Low
Computer Vision,ResNet-101,TPU v4,ap-southeast-1,1105,21,150,10.3,90,Low
Recommendation,BERT-base,NVIDIA A100,eu-west-1,837,17,46.5,15.9,81.1,Medium
Computer Vision,ResNet-50,NVIDIA RTX 4090,eu-west-3,1716,19,150,32.2,91.8,Low
NLP,ResNet-50,NVIDIA A100,us-west-2,2850,16,150,65,90,Low
NLP,GPT-3.5,TPU v4,ap-southeast-1,2545,6,136,17,90.8,Low
Computer Vision,BERT-large,NVIDIA V100,eu-west-1,3441,16,150,65,89.7,Low
Computer Vision,ResNet-101,NVIDIA V100,eu-west-3,2344,3,72,17.2,91.9,Low
Computer Vision,ViT-Base,CPU,ap-southeast-1,3112,4,29.8,56.5,72,High
Computer Vision,BERT-large,TPU v4,eu-west-3,738,22,57.1,33.5,95.5,Low
NLP,GPT-3.5,CPU,us-east-1,2424,34,150,65,71.4,High
Computer Vision,ResNet-50,TPU v4,ap-southeast-1,1698,20,150,62.7,90.2,Low
NLP,ResNet-50,NVIDIA RTX 4090,eu-west-3,2777,31,150,65,84.4,Medium
Speech Recognition,ViT-Base,CPU,eu-west-3,168,13,5,12.7,79.1,High
NLP,BERT-large,TPU v4,eu-west-3,1437,32,150,65,93.9,Low
Recommendation,BERT-base,NVIDIA RTX 4090,eu-west-1,1110,26,150,34.1,79.8,Medium
Recommendation,ResNet-50,CPU,eu-west-1,405,18,9.4,28.9,66.3,High
NLP,GPT-3.5,NVIDIA V100,ap-southeast-1,1354,5,21,21.3,92.7,Low
Recommendation,GPT-3.5,NVIDIA V100,us-east-1,621,24,41,28.7,91.2,Low
Speech Recognition,BERT-large,NVIDIA V100,eu-west-1,2294,28,150,65,83.8,Medium
NLP,BERT-large,TPU v4,us-west-2,2990,18,150,43.1,90.1,Low
Recommendation,ResNet-50,CPU,us-east-1,1477,26,78.4,65,73.7,High
Speech Recognition,ViT-Base,NVIDIA RTX 4090,us-east-1,2338,10,93.7,16.7,80.4,Medium
Recommendation,BERT-base,NVIDIA A100,ap-southeast-1,2415,35,150,65,87.7,Low
Computer Vision,ResNet-50,TPU v4,us-west-2,846,31,150,38.8,90.9,Low
NLP,GPT-3.5,NVIDIA V100,us-west-2,1824,13,150,17.5,90.6,Low
NLP,ResNet-50,TPU v4,eu-west-1,1455,14,150,42.5,91,Low
Computer Vision,ResNet-101,TPU v4,us-west-2,1572,13,150,38,90.3,Low
NLP,GPT-3.5,NVIDIA V100,us-west-2,1058,12,102.3,24.2,86.3,Low
Speech Recognition,BERT-base,NVIDIA V100,eu-west-3,1278,30,150,65,78.5,Medium
Recommendation,ResNet-101,CPU,eu-west-1,1924,33,108.1,65,76.5,High
Recommendation,GPT-3.5,NVIDIA A100,us-west-2,2462,13,150,22.9,83.4,Medium
Speech Recognition,BERT-base,TPU v4,eu-west-1,1120,17,66.1,9.6,90.4,Low
Computer Vision,ViT-Base,NVIDIA A100,eu-west-1,853,23,122,25.5,89.5,Low
NLP,BERT-large,NVIDIA RTX 4090,eu-west-1,1706,3,43.2,6.9,87.6,Low
NLP,ResNet-101,NVIDIA A100,us-west-2,1577,29,150,65,97,Low
NLP,ResNet-101,NVIDIA V100,us-west-2,809,27,138.2,27.1,88.3,Low
NLP,GPT-3.5,NVIDIA RTX 4090,us-east-1,2511,8,53.8,20.6,88.9,Low
Computer Vision,ResNet-50,NVIDIA A100,eu-west-1,2428,17,150,48.6,87.4,Low
Speech Recognition,ViT-Base,TPU v4,ap-southeast-1,1020,4,49.8,8.8,94,Low
Recommendation,ResNet-50,TPU v4,eu-west-3,2892,20,150,19.8,87.9,Low
NLP,ResNet-50,NVIDIA RTX 4090,eu-west-3,1641,16,135.8,42.5,94.3,Low
Computer Vision,BERT-base,NVIDIA A100,eu-west-3,2600,4,48.7,27,91.2,Low
NLP,ViT-Base,NVIDIA RTX 4090,us-west-2,360,32,51,34.4,85.5,Low
Speech Recognition,BERT-large,NVIDIA A100,eu-west-3,111,32,40.6,5,93.6,Low
Computer Vision,ViT-Base,NVIDIA A100,eu-west-1,3103,3,48.6,5.5,91.5,Low
Speech Recognition,GPT-3.5,TPU v4,us-east-1,147,16,25.7,3,87.7,Low
Computer Vision,ResNet-101,NVIDIA RTX 4090,eu-west-3,1599,3,33.5,13.3,92.1,Low
Recommendation,ResNet-101,NVIDIA RTX 4090,ap-southeast-1,1294,23,118,19.8,84.5,Medium
Speech Recognition,ViT-Base,NVIDIA A100,us-west-2,189,13,21.9,6.7,85.2,Low
NLP,ViT-Base,TPU v4,eu-west-1,2398,14,150,22.3,88,Low
Recommendation,BERT-large,NVIDIA RTX 4090,us-west-2,1836,23,150,30,86.8,Low
NLP,ResNet-50,NVIDIA A100,eu-west-1,1065,8,55.5,7.7,90.2,Low
Speech Recognition,ViT-Base,NVIDIA RTX 4090,eu-west-3,555,8,28.6,4.9,82.2,Medium
NLP,ResNet-50,NVIDIA RTX 4090,us-east-1,2183,6,80.6,40.1,85.9,Low
Recommendation,GPT-3.5,CPU,us-east-1,1174,16,41.4,65,74.3,High
Computer Vision,BERT-large,NVIDIA RTX 4090,eu-west-3,2550,29,150,65,89,Low
NLP,BERT-large,NVIDIA V100,ap-southeast-1,479,19,58.1,8,88.8,Low
Recommendation,ViT-Base,NVIDIA V100,eu-west-3,983,32,150,65,84.4,Medium
Speech Recognition,GPT-3.5,NVIDIA V100,us-east-1,1239,31,98.1,62.4,85.1,Low
Speech Recognition,GPT-3.5,TPU v4,us-west-2,1547,27,150,38.3,97,Low
Recommendation,ResNet-50,CPU,eu-west-3,569,3,5,7.5,65,High
NLP,BERT-base,NVIDIA RTX 4090,ap-southeast-1,2355,6,89.7,6.6,88.3,Low
Computer Vision,ResNet-50,NVIDIA RTX 4090,eu-west-1,566,18,92.9,9,90.8,Low
Recommendation,GPT-3.5,NVIDIA V100,eu-west-3,609,24,73.2,34.2,89.6,Low
Recommendation,BERT-large,TPU v4,us-west-2,1166,19,150,49.9,94.6,Low
Speech Recognition,ViT-Base,NVIDIA A100,us-east-1,2572,27,150,65,92.6,Low
NLP,ViT-Base,TPU v4,ap-southeast-1,687,7,57.1,9.2,97,Low
NLP,BERT-large,TPU v4,us-west-2,241,3,9.8,3,86.6,Low
Speech Recognition,ViT-Base,NVIDIA V100,us-west-2,2741,14,104.8,47.7,83.8,Medium
Speech Recognition,GPT-3.5,TPU v4,ap-southeast-1,1910,27,150,65,95.7,Low
NLP,ResNet-101,NVIDIA RTX 4090,eu-west-3,2206,15,150,39.2,89.6,Low
Computer Vision,ViT-Base,NVIDIA A100,us-west-2,231,32,35.8,7.3,90.5,Low
Computer Vision,BERT-large,NVIDIA A100,eu-west-3,1418,7,54.9,29,92.7,Low
NLP,BERT-base,NVIDIA RTX 4090,eu-west-1,2986,26,150,65,88.1,Low
Recommendation,GPT-3.5,TPU v4,eu-west-1,2313,29,150,65,88.8,Low
NLP,GPT-3.5,NVIDIA A100,eu-west-1,1463,19,150,37.3,89.3,Low
NLP,GPT-3.5,TPU v4,eu-west-1,996,20,150,27.9,92.2,Low
NLP,BERT-base,NVIDIA V100,eu-west-3,1889,20,129.7,40.9,89.9,Low
Computer Vision,BERT-large,CPU,eu-west-1,1222,32,30.7,65,80.6,High
Speech Recognition,ResNet-101,CPU,us-west-2,1078,19,21,65,75.1,High
NLP,GPT-3.5,CPU,us-east-1,413,24,22.3,24.5,69.9,High
Speech Recognition,BERT-large,CPU,us-east-1,2138,8,44,54.8,74.1,High
Computer Vision,ResNet-101,NVIDIA V100,ap-southeast-1,1424,31,150,65,91.2,Low
Recommendation,GPT-3.5,TPU v4,us-west-2,1875,25,150,65,93.5,Low
NLP,GPT-3.5,CPU,eu-west-3,2582,28,150,65,80.6,High
Recommendation,ResNet-50,TPU v4,us-east-1,2298,24,150,65,89,Low
NLP,BERT-large,NVIDIA V100,eu-west-1,2354,6,90.3,10.5,90.2,Low
NLP,BERT-large,NVIDIA A100,eu-west-3,619,27,150,33.1,85.3,Low
NLP,BERT-base,NVIDIA A100,eu-west-3,1890,30,150,65,87.9,Low
Recommendation,ViT-Base,NVIDIA V100,eu-west-1,2725,29,150,65,83.6,Medium
Speech Recognition,BERT-base,TPU v4,us-west-2,340,21,38.6,11.8,94.4,Low
Speech Recognition,ResNet-101,CPU,eu-west-1,1232,8,12.4,25.2,76.9,High
Speech Recognition,BERT-base,NVIDIA V100,ap-southeast-1,2502,19,150,48.7,88.8,Low
Recommendation,ResNet-50,TPU v4,ap-southeast-1,885,5,64.1,3.4,84,Medium
Speech Recognition,BERT-base,NVIDIA RTX 4090,eu-west-3,2757,25,150,65,91.1,Low
Computer Vision,BERT-base,TPU v4,eu-west-3,2372,4,88.2,17.4,89.1,Low
Computer Vision,GPT-3.5,TPU v4,eu-west-3,2894,26,150,47.3,97,Low
Speech Recognition,ResNet-101,NVIDIA RTX 4090,eu-west-3,2632,4,108.7,31.2,85.5,Low
Computer Vision,ResNet-50,NVIDIA RTX 4090,us-west-2,1874,11,145.8,47.5,86.9,Low
NLP,ViT-Base,CPU,eu-west-1,1454,19,47.4,65,78.4,High
Computer Vision,ResNet-101,NVIDIA A100,us-west-2,3273,13,150,35.8,88.7,Low
Recommendation,ViT-Base,CPU,us-east-1,726,16,13.9,38.6,65.8,High
Speech Recognition,GPT-3.5,CPU,us-west-2,1601,13,25.7,65,78.4,High
NLP,ResNet-50,NVIDIA A100,ap-southeast-1,1795,12,150,14.3,96.8,Low
NLP,ViT-Base,NVIDIA V100,eu-west-3,398,22,71.3,24,85.6,Low
Computer Vision,BERT-base,NVIDIA RTX 4090,eu-west-1,3051,12,150,65,94.7,Low
Computer Vision,GPT-3.5,NVIDIA RTX 4090,us-west-2,3278,11,150,38.5,89.7,Low
Computer Vision,BERT-base,CPU,ap-southeast-1,2551,6,30.6,34.9,71.6,High
Recommendation,ResNet-50,NVIDIA V100,eu-west-3,1096,11,94,14.8,85.3,Low
Computer Vision,BERT-large,TPU v4,eu-west-1,385,13,41.4,3.5,89.3,Low
Computer Vision,BERT-base,CPU,ap-southeast-1,349,10,5.9,11.9,75.9,High
Computer Vision,ResNet-101,NVIDIA V100,eu-west-1,542,33,131.6,35.6,86,Low
NLP,ResNet-50,NVIDIA A100,us-west-2,2465,17,150,65,94.4,Low
Recommendation,ViT-Base,NVIDIA A100,eu-west-3,143,3,5,3,84.8,Medium
Computer Vision,ResNet-50,NVIDIA A100,eu-west-1,1875,31,150,65,88.7,Low
NLP,ResNet-50,NVIDIA A100,us-west-2,1298,17,150,24,97,Low
Computer Vision,BERT-base,TPU v4,us-west-2,1610,5,67.2,15.2,89.5,Low
Speech Recognition,GPT-3.5,TPU v4,eu-west-1,2490,28,150,65,93,Low
Computer Vision,ResNet-50,NVIDIA V100,eu-west-1,1105,20,149,37.1,82.9,Medium
NLP,ViT-Base,NVIDIA RTX 4090,eu-west-3,1036,9,72.5,6.7,87.8,Low
Recommendation,GPT-3.5,TPU v4,us-east-1,1668,25,150,65,84.7,Medium
NLP,ResNet-101,NVIDIA RTX 4090,us-west-2,2101,23,150,65,90.4,Low
Recommendation,GPT-3.5,CPU,eu-west-1,2548,15,39.6,65,65,High
Recommendation,BERT-large,NVIDIA V100,eu-west-3,1208,17,100.1,47.3,89.7,Low
NLP,ResNet-50,NVIDIA A100,eu-west-1,1465,8,117.2,14,91.3,Low
NLP,BERT-base,NVIDIA RTX 4090,ap-southeast-1,2467,18,150,37.9,93.8,Low
Speech Recognition,ViT-Base,CPU,us-east-1,2250,5,27.7,36.9,70.4,High
NLP,ResNet-101,NVIDIA A100,eu-west-3,269,17,33.2,6.2,97,Low
NLP,ResNet-50,TPU v4,ap-southeast-1,985,23,150,13.3,92.9,Low
Speech Recognition,ResNet-101,CPU,eu-west-1,635,3,5,9.5,75.9,High
Computer Vision,ViT-Base,NVIDIA A100,eu-west-1,2108,4,60.9,16.8,88.5,Low
Recommendation,BERT-large,NVIDIA V100,us-west-2,2850,7,40,29.5,86.1,Low
Recommendation,ResNet-101,NVIDIA A100,eu-west-1,1577,16,150,46.3,93.7,Low
Speech Recognition,ResNet-50,NVIDIA A100,us-east-1,2151,14,150,65,94.6,Low
NLP,ResNet-101,NVIDIA RTX 4090,eu-west-1,187,21,23.4,9.7,89.4,Low
NLP,BERT-large,TPU v4,eu-west-3,2842,9,150,39.7,92.5,Low
Recommendation,GPT-3.5,CPU,eu-west-1,2352,28,147.6,65,65,High
NLP,BERT-large,CPU,eu-west-1,1432,34,69.3,65,80.6,High
NLP,ResNet-50,TPU v4,us-east-1,851,6,71.1,7.8,96.7,Low
Speech Recognition,ResNet-50,NVIDIA A100,us-east-1,661,34,150,48.6,88,Low
NLP,ResNet-101,TPU v4,eu-west-3,2102,7,150,10.7,94.5,Low
Recommendation,ResNet-50,CPU,ap-southeast-1,597,21,35,39.5,72.8,High
Speech Recognition,BERT-base,TPU v4,eu-west-1,535,8,45.6,3.6,97,Low
Computer Vision,ViT-Base,TPU v4,us-west-2,1659,18,150,29.7,94.6,Low
Recommendation,ResNet-50,TPU v4,ap-southeast-1,298,7,30.5,3.1,87.3,Low
NLP,GPT-3.5,NVIDIA V100,ap-southeast-1,475,16,81.3,12.4,92.2,Low
Computer Vision,ResNet-50,NVIDIA V100,eu-west-1,626,15,54.2,27.5,81.5,Medium
Speech Recognition,ResNet-101,NVIDIA V100,eu-west-1,1494,7,112.5,17.4,85.8,Low
Computer Vision,BERT-base,TPU v4,us-east-1,2392,34,150,65,92.3,Low
Computer Vision,BERT-base,NVIDIA A100,eu-west-1,3322,23,150,65,87.6,Low
NLP,BERT-base,NVIDIA RTX 4090,ap-southeast-1,1592,7,59.5,5.6,90.3,Low
Recommendation,BERT-large,CPU,us-east-1,2377,24,128.5,65,68.6,High
Recommendation,GPT-3.5,NVIDIA A100,us-west-2,2436,9,143.4,56.6,89.6,Low
Speech Recognition,BERT-base,NVIDIA RTX 4090,us-east-1,1552,19,150,65,84.8,Medium
Computer Vision,BERT-base,NVIDIA RTX 4090,eu-west-3,2007,13,118.5,58.6,85.4,Low
Computer Vision,ViT-Base,CPU,us-west-2,427,30,29.6,60.3,72,High
NLP,BERT-large,TPU v4,eu-west-3,350,32,68.2,12.8,94.5,Low
Speech Recognition,ResNet-101,NVIDIA V100,eu-west-1,1657,31,150,29,87.7,Low
Speech Recognition,ResNet-101,NVIDIA RTX 4090,eu-west-3,2145,35,150,65,96.1,Low
NLP,GPT-3.5,NVIDIA A100,eu-west-3,2437,25,150,57.2,91,Low
Speech Recognition,BERT-base,NVIDIA A100,us-east-1,1650,6,48.2,9.3,90.8,Low
Recommendation,BERT-base,NVIDIA A100,us-east-1,2064,15,135.6,61.5,93.2,Low
Speech Recognition,GPT-3.5,NVIDIA V100,us-west-2,305,10,7.4,7.8,93.4,Low
Recommendation,BERT-large,NVIDIA A100,us-west-2,232,7,8.8,3,94.6,Low
Speech Recognition,ViT-Base,NVIDIA A100,eu-west-1,575,31,88.4,24.2,89.5,Low
NLP,ViT-Base,CPU,us-west-2,2388,8,25.1,65,69.9,High
Computer Vision,ResNet-101,NVIDIA V100,eu-west-1,422,14,32.3,15.7,80.9,Medium
NLP,BERT-base,NVIDIA RTX 4090,us-west-2,403,12,23.3,3.3,92.4,Low
Speech Recognition,GPT-3.5,NVIDIA RTX 4090,eu-west-3,2091,4,88.6,7.8,84.1,Medium
Speech Recognition,GPT-3.5,NVIDIA RTX 4090,eu-west-3,2923,33,150,65,86.6,Low
Speech Recognition,BERT-large,TPU v4,eu-west-3,489,25,129.2,25.7,96.2,Low
Speech Recognition,BERT-base,NVIDIA RTX 4090,eu-west-3,1441,6,73.1,22.2,82.9,Medium
Computer Vision,BERT-large,NVIDIA RTX 4090,eu-west-1,2476,21,150,65,91.6,Low
Recommendation,BERT-large,CPU,us-east-1,2904,32,150,65,73.9,High
NLP,GPT-3.5,NVIDIA RTX 4090,eu-west-3,2367,17,150,65,87.9,Low
Recommendation,ResNet-50,NVIDIA RTX 4090,eu-west-3,1896,29,145.6,65,89.9,Low
Speech Recognition,BERT-base,NVIDIA A100,eu-west-1,967,7,24,15.4,90.9,Low
Computer Vision,GPT-3.5,CPU,eu-west-3,2414,10,63.2,65,67.7,High
Speech Recognition,BERT-large,NVIDIA A100,eu-west-3,124,10,8.2,3,85.3,Low
Computer Vision,BERT-base,NVIDIA A100,ap-southeast-1,505,27,53.5,31.6,93.8,Low
Computer Vision,GPT-3.5,NVIDIA RTX 4090,us-east-1,337,28,100.3,8.8,92.3,Low
Computer Vision,BERT-large,NVIDIA A100,ap-southeast-1,2059,21,150,47.2,90.9,Low
NLP,ViT-Base,CPU,eu-west-1,2394,20,53.9,65,70.6,High
Computer Vision,ViT-Base,CPU,eu-west-3,423,21,15.1,21.9,69.6,High
Speech Recognition,BERT-base,TPU v4,eu-west-3,1204,33,150,65,93.1,Low
NLP,GPT-3.5,NVIDIA A100,ap-southeast-1,270,23,69.4,16.9,92.3,Low
